,Unnamed: 0,movie_id,vote_average,genres,cast,crew,title
2918,2918,12094,6.4,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 99, ""name"": ""Documentary""}]","{61441, 56578, 56580, 56584, 56585, 56586, 117258, 117260, 117261, 1211925, 1225764, 1713573, 117287, 117289, 9656, 16832, 5953, 76365, 164944, 220241, 1847262, 86627, 1850223, 61437, 110068, 1692536, 1692535, 78840, 17403, 1692541, 10367}","{61440, 5953, 56578, 61441, 56580, 61442, 61443, 1746321, 61432, 31094, 9656, 1371036, 61437}",Jackass Number Two
2919,2919,10377,7.3,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]","{3141, 4517, 14888, 56266, 8986, 19505, 6168, 21082, 65019, 2877, 8191}","{21217, 9573, 18344, 14089, 22008, 1322504, 56972, 22009, 6801, 14712, 1721, 1448828}",My Cousin Vinny
2920,2920,249164,7.3,"[{""id"": 18, ""name"": ""Drama""}]","{1366661, 1223435, 1406094, 189719, 206618, 20380, 1221020, 56734, 70175, 221985, 60458, 52394, 1192492, 1406127, 1237423, 58804, 46903, 825, 111930, 1197119, 1182657, 1406026, 63566, 175826, 1406035, 53715, 1406037, 1369431, 1369432, 1369433, 210904, 1406171, 139618, 26852, 208230, 1406182, 1406186, 1287152, 79346, 1406194, 1406196, 1406198, 1406201}","{1314441, 1284493, 101903, 66963, 1514148, 40614, 1378728, 197930, 11823, 1531832, 1720, 59706, 1182909, 1444287, 24256, 774208, 17863, 1899, 35699, 1406202, 43899}",If I Stay
2921,2921,256092,3.9,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]","{1338720, 61912, 1325836, 1325837, 1325838, 1338703, 1338704, 1338705, 1338706, 11155, 1338707, 1338741, 272408, 61914, 1338715, 3036, 1338429}","{1427457, 1265157, 1427461, 1427462, 1427464, 78217, 1427466, 78219, 79116, 1427467, 1427468, 1325839, 1325840, 1325841, 30874, 30876, 1307805, 1395242, 80683, 1325867, 1325868, 957786, 1325555, 84981, 78967}",Drive Hard
2922,2922,9942,6.6,"[{""id"": 35, ""name"": ""Comedy""}]","{352, 32289, 43776, 14343, 6952, 10814, 11786, 13022, 59406, 16433, 1213105, 1526035, 156435, 10486, 147486, 60700, 147485, 21246, 147487}","{6881, 56829, 961149, 50855, 33486, 30606, 1526031, 12920, 60699, 17948, 1213}",Major League
2923,2923,10748,5.6,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]","{216321, 17286, 66441, 66442, 66443, 66444, 11275, 66446, 59919, 118033, 4757, 118038, 118039, 1428513, 10916, 9139, 53688, 1157690, 6973, 13014, 5472, 95712, 11617, 59620, 561257, 10731, 582381, 27631, 36594, 1814901, 1215741, 66431}","{23424, 17792, 56710, 21677, 24206, 46863, 24208, 68333, 68334, 66551, 4757, 29909, 53526, 472}",St. Trinian's
2924,2924,1817,6.7,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]","{2178, 11107, 2628, 1188456, 8329, 72466, 17941, 3897, 45245}","{19266, 4867, 5572, 1262, 5583, 55246, 5553, 51987, 1395290, 8411, 28636, 12987}",Phone Booth
2925,2925,10229,7.5,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","{20739, 1534853, 20744, 52490, 81295, 37014, 59671, 1232540, 29214, 56112, 7219, 1148729, 91836, 1230911, 1749189, 1749190, 1749191, 1749192, 1749193, 589, 1230927, 1055184, 1479120, 1098578, 16855, 1223006, 1202533, 1567465, 59882, 9979, 1534844}","{20739, 20744, 1899, 4588, 56909, 18350, 81295, 64172, 35665, 11506, 1749202, 58071, 57048, 57087}",A Walk to Remember
2926,2926,687,7.3,"[{""id"": 18, ""name"": ""Drama""}]","{6914, 133, 1591178, 1223451, 20765, 2207, 21152, 32287, 1366946, 1191341, 6574, 2228, 56757, 1232566, 19511, 51384, 1371000, 10298, 1463362, 70851, 452, 1989, 4038, 1183429, 95940, 17866, 1407052, 16460, 8655, 75611, 1411679, 62570, 25711, 93679, 108147, 79732, 10360, 10361, 10362, 1237883, 4732, 10366}","{1412113, 1667091, 5669, 73772, 10298, 1171522, 17992, 17993, 17994, 17995, 1445469, 1320551, 94313, 1276530, 1711218, 10364, 10365, 1401997, 1399957, 151, 10917, 1204, 2236, 2238, 3264, 39624, 1464521, 3284, 5332, 1573081, 1573082, 1667289, 1393372, 4849, 13050, 1680639, 52991, 1393455, 1771830, 1039164, 957760, 10576, 4446, 1441122, 11625, 1472378, 1773951, 1773953, 1773954, 1773955, 1773956, 1773957, 1773958, 1287559, 1773959, 30601, 1773960, 1773961, 1773962, 1773963, 1773964, 1773965, 1773966, 1773967, 1773968, 1773969, 1537431, 6574, 91061, 938427, 91069, 1551815, 15308, 1535440, 126929, 1530326, 1774044, 1774046, 1774047, 1774049, 1774052, 1774053, 1774060, 1774061, 548849, 1412081, 1434615, 504, 1532409, 46590}",Dead Man Walking
2927,2927,796,6.6,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]","{11872, 94561, 136482, 129122, 12967, 167166, 1395911, 52188, 1049208, 11871, 368, 11826, 1234, 11863, 11864, 11866, 11867, 11868, 11870, 7071}","{11873, 11874, 11876, 11877, 11878, 11879, 1999, 8221, 10815}",Cruel Intentions
2928,2928,22804,6.0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]","{284032, 90498, 207491, 952336, 193040, 55572, 106644, 1385369, 205082, 139419, 22434, 55593, 727467, 6576, 12978, 188600, 166457, 1649211, 563644, 1241157, 268743, 59222, 36055, 1649240, 2138, 1564635, 51037, 2144, 66145, 51041, 139619, 51042, 1649256, 54650}","{2145, 2146, 2147, 2148, 2149, 2150, 1317673, 962731, 51021, 51023, 2678, 51035}",Saw VI
2929,2929,10156,6.5,"[{""id"": 35, ""name"": ""Comedy""}]","{1081856, 168211, 191765, 790, 41749, 43805, 47773, 13821, 40, 45611, 15788, 43950, 14639, 140079, 119855, 8246, 5049, 6844, 175037, 157507, 108100, 8902, 13640, 1144012, 31309, 152917, 67674, 165723, 99939, 47845, 72680, 29803, 15212, 79473, 66804, 27514, 71676, 27517, 62590, 9599}","{1765, 9582, 719, 14639, 56943, 597, 598, 76156, 22302, 156607}",History of the World: Part I
2930,2930,12837,7.4,"[{""id"": 12, ""name"": ""Adventure""}]","{53060, 2598, 142374, 112742, 15565, 15758, 72208, 35472, 6162, 501, 77277}","{46080, 1536258, 1536260, 71947, 74004, 51868, 27039, 7200, 27041, 4140, 91836, 60478, 1526464, 1404230, 17863, 2888, 17749, 60501, 60503, 60504, 74581, 9575, 964601, 11005, 1424894}",The Secret Life of Bees
2931,2931,17708,4.1,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]","{5025, 160707, 1219226, 9289, 2314, 47774, 58317, 1219313, 161783, 35701, 6487, 2969, 36602, 263229, 10430}","{69499, 1173438, 123694}",Corky Romano
2932,2932,13937,5.9,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]","{1159, 1006368, 12074, 1326007, 36926, 1181261, 31185, 2518, 25306, 1682271, 1682272, 1682273, 1682274, 1682275, 1682277, 1682278, 1682279, 1682280, 12139, 79732, 175483, 19453}","{10628, 1338375, 10766, 1524757, 12568, 18457, 1150, 68127, 12579, 1480099, 14138, 59710, 983118, 61654, 4951, 869, 58471, 1258, 1535986, 20214, 589948, 21118}",Raising Cain
2933,2933,28932,6.4,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]","{16483, 14852, 13732, 1735, 14888, 100648, 4778, 522, 27116, 15310, 1039, 15183, 6197, 66811}","{13563, 10492}",F.I.S.T.
2934,2934,31909,5.5,"[{""id"": 878, ""name"": ""Science Fiction""}]","{8963, 14852, 14854, 19207, 83978, 3211, 99856, 20117, 1888921, 1888922, 7071, 1172386, 9892, 19753, 19754, 1546547, 1430595, 1517894, 1212743, 87751, 35159, 77015, 155996, 1193702, 4971, 157169, 1504123, 62846}","{85122, 11779, 31631, 99856, 51346, 1766421, 1109912, 6042, 1447068, 1888926, 1640351, 1888928, 1888929, 1888930, 1551523, 1755299, 1888931, 1888934, 1888936, 1404841, 1888937, 1888940, 1888941, 16177, 20786, 1413171, 1594801, 5045, 1395253, 1888946, 1827128, 1888947, 1888950, 1888953, 1569468, 1888954, 1888955, 1121599, 1534527, 1888956, 1439426, 5059, 10051, 1681476, 1888957, 1888958, 1888959, 1888960, 1888961, 1418827, 1403085, 58705, 19155, 577620, 1404884, 52058, 91099, 1888962, 1560676, 60261, 1355878, 1411687, 1355370, 1391594, 7148, 1593976, 13678, 33008, 33009, 42736, 120176, 1270133, 1397878, 33144, 1504123, 1312509}",Invaders from Mars
2935,2935,167073,7.2,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","{63360, 388, 16901, 78727, 115592, 1455758, 1540241, 80661, 1359384, 93209, 93210, 1229849, 1233821, 1041440, 1283872, 110887, 1486761, 182955, 1092908, 21292, 82096, 1147825, 160441, 1840446, 1228351, 1383359, 1544909, 1544910, 1544911, 1544912, 1233105, 1504465, 1544914, 1544913, 1544915, 1702489, 1224027, 1301503, 477, 998246, 42601, 225897, 53998, 36592, 1233146, 43135}","{4483, 1578008, 1266571, 1411854, 1577998, 1578000, 1473169, 1578001, 1578002, 1368852, 1393300, 1466006, 43159, 1578003, 3225, 1578004, 1578006, 109980, 60316, 109981, 26143, 11295, 1390366, 1409696, 1411235, 1578009, 1279526, 1353255, 1376807, 1578011, 1031978, 1516458, 1516459, 1339949, 130223, 1125551, 1611823, 1402034, 1650190, 1409724, 1531843, 19016, 20424, 1436238, 34001, 6226, 1394004, 77269, 1574102, 1192791, 1484249, 1544665, 51675, 1194075, 1440477, 1465947, 1413858, 1407847, 40810, 1510251, 1578007, 40813, 1327213, 1465333, 1138934, 1327223, 1408374, 1427834, 38523, 69374}",Brooklyn
2936,2936,3175,7.7,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]","{31718, 31719, 2279, 31720, 31721, 31722, 31723, 10029, 782, 22703, 37777, 694, 2264, 249, 5020, 31070, 31071}","{14145, 5671, 2027, 420075, 12685, 2286, 29869, 240, 2384, 31061, 5016, 5022}",Barry Lyndon
2937,2937,14369,5.8,"[{""id"": 35, ""name"": ""Comedy""}]","{1542, 75465, 72689, 58225, 17236, 100372, 109686, 31383, 52474, 18589, 28638}","{1007395, 82221, 82222, 1752658, 85781}",Out Cold
2938,2938,16888,5.7,"[{""id"": 35, ""name"": ""Comedy""}]","{17414, 26510, 51857, 59154, 52628, 87575, 1543320, 5922, 56867, 236327, 51382, 27448, 117571, 56902, 58955, 1231, 3799, 80987, 113244, 7400, 23659, 19187, 84730}","{1215937, 1541827, 1541828, 1541829, 1541830, 68215, 63976, 957930, 7181, 63728, 51857, 1458901, 7415, 23545, 1326715, 56158, 1267199}",The Ladies Man
2939,2939,121826,6.3,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]","{110080, 10978, 1512451, 9188, 214019, 742, 85067, 47851, 83437, 27822, 76945, 42996, 5658, 14011}","{19872, 23424, 24256, 4483, 55360, 11269, 3558, 1340898, 20424, 1340899, 66730, 1340900, 1409768, 1531844, 71534, 1531843, 51675, 1052253}",Quartet
2940,2940,10646,4.9,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]","{3035, 74086, 28010, 52117, 501, 56824, 28410, 10939, 21596}","{1061, 47053, 66108, 25143, 1214, 50942}",Tomcats
2941,2941,12149,7.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]","{8962, 2053, 6280, 71467, 1032173, 65838, 53646, 1212913, 1219574, 42296, 10297, 154649, 69503}","{40513, 2053, 71464, 71465, 71466, 41323, 1032232, 2287, 43095, 6041, 28154, 13596}",Frailty
2942,2942,304357,7.3,"[{""id"": 18, ""name"": ""Drama""}]","{3713, 58501, 1454471, 5646, 151438, 11280, 1266065, 49055, 3872, 4513, 677, 4391, 684, 165427, 58806, 3897, 1088, 1489217, 43202, 78018, 232396, 61134, 55908, 10859, 1816683, 1816684, 1816693, 7030, 15735, 1816694, 378, 1156221, 1371518}","{139904, 1032067, 963336, 1425931, 1415951, 1376803, 1312810, 1099948, 947, 1539786, 1421647, 466, 56786, 10710, 137175, 1334489, 1128796, 1410142, 1422818, 1253, 47205, 1437160, 7787, 1397614, 1540471, 54777, 4222, 1034748, 3965, 133502}",Woman in Gold
2943,2943,11184,6.6,"[{""id"": 18, ""name"": ""Drama""}]","{13472, 13728, 17697, 52003, 52996, 133, 150212, 16327, 52776, 5577, 12074, 432040, 6573, 17485, 1495342, 19152, 86034, 5047, 3896, 350}","{68488, 119179, 204304, 1246866, 61075, 27040, 5669, 39595, 5164, 962222, 6713, 15557, 992965, 15560, 1225, 4434, 958931, 162522, 29788, 111213, 1776, 1074163, 1538430}",Kinsey
2944,2944,766,7.3,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]","{6368, 11769, 11763, 11764, 11765, 11766, 11767, 11768, 2233, 1195675, 11357}","{7712, 7623, 11468, 7629, 11757, 11758, 11759, 11760, 11761, 531, 11762, 9341, 5398, 1447503, 11357, 11359}",Army of Darkness
2945,2945,20009,5.4,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]","{41088, 945734, 18974, 1589963, 161932, 11150, 75318, 16183, 17881, 5915, 6941, 50398}","{113641, 113642, 1332245}",Slackers
2946,2946,1587,7.5,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]","{172680, 1376009, 1376012, 1089548, 2453, 215830, 111002, 4764, 79008, 1376033, 1376035, 1064, 2857, 1376047, 6193, 1376059, 85, 17768, 17769, 17770, 177905, 1375991, 8184, 1375994, 3196}","{5306, 3290}",What's Eating Gilbert Grape
2947,2947,30973,8.2,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]","{290, 10210, 72708, 107398, 107399, 107400, 107401, 107403, 107405, 99183, 32559, 107407, 10511, 107411, 105492, 107412, 2968, 31166}","{8320, 90690, 59716, 2633, 107420, 1361753, 107415, 19955, 107414, 63959, 107416, 107417, 107418, 107419, 7228, 10751}",The Visual Bible: The Gospel of John
2948,2948,11109,6.8,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]","{1665, 388, 1670, 1008518, 1246598, 26121, 1253259, 151949, 298767, 43024, 16273, 2964, 110872, 1239068, 40477, 1387292, 1390502, 72311, 1335336, 1278123, 75564, 5421, 21679, 192944, 17075, 29237, 1447221, 162489, 36668, 6973, 90046, 40311, 37052, 78018, 17476, 192838, 47944, 209994, 68046, 11356, 122589, 1235293, 1209055, 976738, 26854, 39658, 94956, 1645, 80366, 26863, 174700, 72305, 72307, 72308, 42998, 53367, 30328, 1220347, 185464, 72318}","{1416451, 8970, 1553167, 66552, 1401118, 1412126, 1606561, 1703585, 1413028, 1416490, 65452, 65454, 65455, 65457, 1415987, 60085, 62529, 20423, 24263, 68047, 1319120, 1127893, 1392609, 1463138, 3560, 4584, 6379, 16363, 6381, 1408366, 36591, 1428470, 58104, 1416445, 30335}",Vera Drake
2949,2949,9027,5.1,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]","{69122, 21731, 3141, 21127, 1178792, 47085, 6066, 16756, 1834037, 26201, 11870}","{24256, 27679, 12970, 56714, 56715, 56716, 37630, 2238, 2236, 5340, 9150, 9151}",The Guru
2950,2950,63020,6.6,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","{17187, 3141, 1434041, 658, 9046, 84182, 5657}","{2948, 37, 5670, 18887, 1432008, 1522025, 4907, 19852, 4141, 1327149, 1444908, 5328, 1407825, 38804, 993781, 4023, 3192, 7262, 6495}",The Perez Family
2951,2951,86829,7.2,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]","{1023139, 9828, 29445, 33532, 979432, 1164, 1230, 12111, 25072, 1142258, 36662, 123515, 60796, 7133, 11902}","{1281538, 223239, 1457935, 9619, 969757, 1178792, 2997, 1395255, 968632, 587969, 44482, 17221, 17990, 1223, 1224, 1462853, 1483, 1484, 1552333, 10575, 1015645, 22242, 1428845, 2423, 7418}",Inside Llewyn Davis
2952,2952,11065,5.8,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]","{234948, 327, 12041, 40979, 1212118, 11512, 96922, 2299, 20220, 8349}","{20224, 8320, 28162, 1468951, 2952, 1458216, 1468952, 957292, 1468953, 1330609, 1462, 1468950, 68216, 68217, 68218, 68219, 68220}",O
2953,2953,13888,5.1,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10749, ""name"": ""Romance""}]","{82434, 1429986, 75716, 1634950, 1634951, 1230347, 44843, 1231086, 76239, 115888, 115889, 12367, 1230555, 69405, 63}","{57600, 1302278, 1216871, 44840, 83467, 8876, 1033805, 7728, 33841, 75733, 961143, 957786, 960923}",Return to the Blue Lagoon
2954,2954,42345,5.9,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]","{30046, 194, 738, 6637, 133585, 2516, 11764, 46780, 153694}","{74692, 18854, 29800, 7689, 7338, 14569, 16751, 1344817, 1938, 6835, 121077, 78390, 1518585, 1518586, 935835}",The Molly Maguires
2955,2955,13994,6.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]","{4038, 1926, 18248, 106791, 21127, 204, 4690, 4691, 884, 16855, 1241}","{1241, 18321, 460, 52989}",Romance & Cigarettes
2956,2956,1590,6.2,"[{""id"": 18, ""name"": ""Drama""}]","{9824, 228, 17479, 1714, 17787, 17788, 17789, 17790, 1247}","{17792, 17793, 17794, 17795, 17797, 17798, 17799, 1128, 17800, 17801, 6891, 17802, 17803, 1177771, 6895, 3311, 17785, 17786, 11227, 17791}",Copying Beethoven
2957,2957,62728,5.6,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]","{383624, 43547, 1333, 54, 1171128, 6969, 5049, 16702, 1720898, 55364, 127558, 31951, 570323, 1720921, 32987, 26854, 83814, 1542375, 39661, 15735, 45050}","{17608, 15379}",Brighton Rock
2958,2958,11917,5.9,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]","{2144, 139616, 22434, 51042, 50020, 231, 54793, 22122, 6576, 36055, 2138, 35551}","{2145, 2146, 2147, 2148, 2149, 1317670, 1317673, 962731, 51021, 51023, 2678, 2679, 51035}",Saw V
2959,2959,45138,7.3,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10769, ""name"": ""Foreign""}]","{4800, 4961, 1035715, 132260, 10341, 132261, 132262, 132263, 132264, 2314, 11147, 37745, 68406, 5814, 83259}","{29888, 98784, 52258, 132257, 132259, 1542052, 1259, 31852, 240922, 138638, 138639, 1286509, 1586001, 1625907, 1625908, 4954, 1532123, 14590}",Machine Gun McCain
2960,2960,80271,5.9,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]","{1739904, 1021441, 1739906, 45827, 1588355, 1739267, 1738384, 1739912, 1739914, 1739915, 1737866, 1739917, 11150, 76687, 4496, 58001, 3216, 11155, 205204, 1739919, 1739921, 1739922, 230680, 1739923, 1364762, 1739927, 1739928, 1739929, 1739930, 19487, 1739931, 1739932, 1394330, 1738403, 1739936, 104997, 1739939, 1735975, 1739940, 1739941, 589098, 1738410, 150670, 1739943, 1526574, 1561391, 76594, 6069, 505400, 1469374, 1123015, 1523144, 1485773, 1526610, 1739812, 3416, 1739419, 1283933, 1739872, 1739878, 54503, 1739879, 26473, 521961, 1649258, 1457900, 1739885, 146414, 1739887, 1739888, 52850, 1739891, 1620729, 1570299, 1739900, 1739903}","{229568, 52451, 5381, 5382, 62117, 1739946, 999787, 5388, 1042699, 1739947, 1739948, 82132, 71575, 586297, 54171, 40383}",LOL
2961,2961,4657,5.7,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]","{38784, 350, 38785, 38786, 38787, 38789, 38788, 28745, 38665, 102603, 1532525, 5168, 3070, 11132, 38782, 38783}","{1578018, 6411, 76203, 10413, 1485713, 1485714, 928371, 38774, 38775, 38776, 38777, 38778, 38779, 38781}",Jindabyne
2962,2962,14395,6.1,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","{35776, 35745, 35777, 35780, 52263, 87305, 52971, 35793, 55061, 35736, 35742}","{1759112, 1759113, 1759114, 1680139, 1759115, 1759116, 1759117, 55060, 35736, 35738, 35739, 35740, 8733, 146975, 85698, 85699, 85581, 85582, 85583, 1736921, 94564, 1716975, 8311}",Kabhi Alvida Naa Kehna
2963,2963,24137,6.3,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]","{386, 1231, 112, 18325, 6613, 4757}","{56712, 56710}",An Ideal Husband
2964,2964,190847,5.2,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]","{11616, 44736, 1074722, 6979, 1684547, 1272903, 23626, 32300, 13550, 586000, 1574206}","{1338240, 90508, 582928, 582929, 1354913, 1354914, 1354915, 10788, 1354916, 1354917, 1354918, 80424, 1354919, 1354920, 1354922, 1354923, 1354924, 71086, 1354925, 1354926, 1354927, 1354928, 1354929, 1354930, 6713, 46266, 1319623, 2635, 75095, 1128796, 1171432, 53356, 58477, 1276527, 1276530, 1276531, 132212, 117239}",The Last Days on Mars
2965,2965,11056,5.6,"[{""id"": 27, ""name"": ""Horror""}]","{5313, 10690, 1602, 3753, 123212, 1418163, 20508}","{59396, 1400473, 1400474, 1307, 1400476, 1400477, 1418148, 1418149, 1418150, 1418151, 1418152, 1418153, 1418154, 58283, 1418156, 1418157, 1418158, 1418159, 1347760, 1418161, 1418162, 1405365, 1331894, 1209530, 51898, 17083, 37950, 59839, 37952, 17089, 1385151, 43332, 1335118, 62927, 1153233, 27992, 16984, 1002096, 67955, 15606, 1054076, 54525, 1352959}",Darkness
2966,2966,62,7.9,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 12, ""name"": ""Adventure""}]","{1330816, 1330817, 1330818, 127363, 1330819, 1330820, 1330821, 184980, 117540, 1330814, 1819434, 1819435, 1819436, 102573, 107445, 1330804, 1330805, 1330815, 8645, 252, 1330807, 1330808, 948173, 1330809, 1208787, 24278, 1330811, 253, 1330812, 1330785, 1330786, 1330787, 1330788, 1330789, 1330790, 1330791, 1330792, 1330793, 1330794, 1330795, 1330796, 1330797, 1330798, 1330799, 1330800, 1330801, 1330802, 1330803, 1102076, 245, 246, 247, 248, 249, 250, 251, 93948, 1330813, 108277, 1330806}","{257, 18758, 1390333, 986346, 1125548, 240, 241, 2288, 243, 244, 957776, 26872, 9402, 12510, 254, 255}",2001: A Space Odyssey
2967,2967,601,7.3,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]","{9984, 9985, 9981, 9982, 62001, 23764, 9976, 9978, 9979, 9980, 69597, 2878, 9983}","{9975, 488, 489, 52042, 491, 9964, 9965, 9966, 9967, 9968, 9969, 9970, 9971, 9972, 597, 598, 599, 9973, 9974, 20504}",E.T. the Extra-Terrestrial
2968,2968,13067,5.8,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]","{272773, 1450759, 208143, 117525, 1469207, 58395, 37917, 983583, 417, 3623, 1225895, 11702, 3019, 154955, 137424, 1753432, 9048, 1753433, 2139, 1753435, 1753436, 5344, 10080, 76533, 53117}","{30368, 322, 8844, 9966, 41326, 21266, 1213689, 19290, 1538431}",In the Land of Women
2969,2969,25379,6.8,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]","{17688, 54818, 227, 66934, 1560822, 112600}","{135534, 81502}",The Blue Butterfly
2970,2970,88641,8.5,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]","{11521, 76546, 100870, 95468, 171213, 936397, 20212, 13526, 5950}","{1354400, 9797, 21797, 67834, 3275, 12846, 1263, 14895, 33456, 1148214, 1397305, 2874, 48443, 63614}",There Goes My Baby
2971,2971,58051,5.2,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10769, ""name"": ""Foreign""}]","{35779, 142627, 81093, 227365, 52263, 85693, 53975, 95505, 55063, 84957, 35070, 81983}","{85030, 227366, 227367, 14086, 35086}",Housefull
2972,2972,14877,5.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}, {""id"": 37, ""name"": ""Western""}, {""id"": 10749, ""name"": ""Romance""}]","{129056, 28641, 42626, 1538856, 36810, 12139, 10127, 66741, 117431, 21721, 1583195, 86969, 9629}","{1468928, 1468929, 1419271, 1407255, 11166, 21811, 1426741, 1404217, 1404218, 1426745, 1468924, 435006, 1406789, 1583184, 1583185, 1583187, 1583188, 20693, 548438, 548439, 1583189, 1583190, 1583191, 1318875, 1583193, 548445, 1583194, 1507935, 23905, 543201, 1318881, 1399141, 1005287, 1535079, 1568368, 56828, 1329533}",September Dawn
2973,2973,96399,6.4,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}]","{2049, 25072, 1271, 52605, 11390}","{1089565, 112630}",For Greater Glory - The True Story of Cristiada
2974,2974,304410,7.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]","{1526753, 1526754, 22310, 1387016, 24041, 1531947, 1531948, 1531949, 1352046, 24465, 229139, 7285, 13688, 28857, 544666}","{19074, 85340, 1526756}",The Bélier Family
